,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
D30_y,356.835,363.264,363.849,364.545,364.741,364.936,365.124,365.275,365.385,365.461,365.479,365.485,365.49,365.496,365.501,365.507,365.513,365.518,365.524,365.554,365.601,365.651,365.701,365.749,365.795,365.839,365.88,365.919,365.957,365.992,366.025,366.057,366.088,366.118,366.146,366.175,366.202,366.229,366.257,366.283,366.31,366.336,366.361,366.387,366.412,366.437,366.461,366.484,366.507,366.529
D31_x,230.46,230.973,230.966,230.96,230.953,230.946,230.939,230.932,230.925,230.918,230.911,230.904,230.898,230.891,230.884,230.877,230.87,230.863,230.857,230.85,230.843,230.836,230.829,230.823,230.816,230.809,230.802,230.796,230.789,230.782,230.775,230.768,230.762,230.755,230.748,230.742,230.735,230.728,230.721,230.715,230.708,230.701,230.695,230.688,230.681,230.675,230.668,230.661,230.655,230.648
D31_y,273.07,272.403,272.384,272.366,272.347,272.328,272.309,272.291,272.272,272.253,272.234,272.215,272.197,272.178,272.159,272.14,272.121,272.103,272.084,272.065,272.046,272.027,272.009,271.99,271.971,271.952,271.933,271.915,271.896,271.877,271.858,271.839,271.82,271.802,271.783,271.764,271.745,271.726,271.707,271.689,271.67,271.651,271.632,271.613,271.594,271.575,271.557,271.538,271.519,271.5
D32_x,48.5809,48.9501,49.1232,49.1795,49.1954,49.1998,49.201,49.2013,49.2014,49.2014,49.2014,49.2014,49.2014,49.2014,49.2014,49.2014,49.2014,49.2014,49.2014,49.2014,49.2014,49.2014,49.2014,49.2014,49.2014,49.2014,49.2014,49.2014,49.2014,49.2014,49.2014,49.2014,49.2014,49.2014,49.2014,49.2014,49.2014,49.2014,49.2014,49.2014,49.2014,49.2014,49.2014,49.2014,49.2014,49.2014,49.2014,49.2014,49.2014,49.2014
D32_y,20.4801,19.4435,19.0435,18.9219,18.888,18.8788,18.8763,18.8756,18.8754,18.8754,18.8754,18.8754,18.8754,18.8754,18.8754,18.8754,18.8754,18.8754,18.8754,18.8754,18.8754,18.8754,18.8754,18.8754,18.8754,18.8754,18.8754,18.8754,18.8754,18.8754,18.8754,18.8754,18.8754,18.8754,18.8754,18.8754,18.8754,18.8754,18.8754,18.8754,18.8754,18.8754,18.8754,18.8754,18.8754,18.8754,18.8754,18.8754,18.8754,18.8754
D33_x,153.335,152.789,152.299,152.282,152.281,152.267,152.042,151.011,150.116,149.388,148.785,148.301,147.915,147.609,147.368,147.174,147.02,146.903,146.815,146.749,146.696,146.652,146.614,146.579,146.548,146.52,146.494,146.47,146.447,146.427,146.409,146.392,146.376,146.362,146.35,146.338,146.328,146.319,146.311,146.303,146.297,146.291,146.286,146.282,146.278,146.274,146.271,146.268,146.266,146.263
D33_y,58.4749,58.967,59.4108,59.4084,59.4093,59.4225,59.6059,60.4104,60.9946,61.4132,61.7368,61.9839,62.1768,62.3286,62.447,62.5427,62.6183,62.6756,62.7188,62.751,62.7677,62.7714,62.763,62.7453,62.7211,62.6926,62.6615,62.6292,62.5967,62.5647,62.5339,62.5046,62.4771,62.4515,62.4279,62.4062,62.3865,62.3687,62.3526,62.3381,62.3252,62.3136,62.3033,62.2941,62.2859,62.2786,62.2721,62.2663,62.2611,62.2565
D34_x,126.401,126.413,126.252,125.781,125.636,125.536,125.399,125.302,125.284,125.29,125.297,125.303,125.306,125.302,125.292,125.28,125.271,125.263,125.256,125.25,125.247,125.246,125.249,125.255,125.263,125.274,125.286,125.298,125.311,125.325,125.338,125.351,125.364,125.377,125.39,125.403,125.416,125.429,125.443,125.914,126.323,126.564,126.705,126.804,126.883,126.951,127.01,127.063,127.11,127.151
D34_y,298.194,298.21,298.098,297.503,297.099,296.76,296.248,295.79,295.617,295.578,295.548,295.511,295.451,295.33,295.159,294.96,294.772,294.569,294.368,294.154,293.935,293.719,293.515,293.329,293.165,293.027,292.909,292.809,292.728,292.664,292.614,292.572,292.538,292.509,292.484,292.461,292.44,292.421,292.399,292.82,292.929,292.916,292.911,292.928,292.954,292.981,293.006,293.028,293.046,293.061
D35_x,278.621,278.621,278.621,278.621,278.621,278.621,278.621,278.621,278.621,278.621,278.621,278.621,278.621,278.621,278.621,278.621,278.621,278.621,278.621,278.621,278.621,278.621,278.621,278.621,278.621,278.621,278.621,278.621,278.621,278.621,278.621,278.621,278.621,278.621,278.621,278.621,278.621,278.621,278.621,278.621,278.621,278.621,278.621,278.621,278.621,278.621,278.621,278.621,278.621,278.621
D35_y,230.968,230.968,230.968,230.968,230.968,230.968,230.968,230.968,230.968,230.968,230.968,230.968,230.968,230.968,230.968,230.968,230.968,230.968,230.968,230.968,230.968,230.968,230.968,230.968,230.968,230.968,230.968,230.968,230.968,230.968,230.968,230.968,230.968,230.968,230.968,230.968,230.968,230.968,230.968,230.968,230.968,230.968,230.968,230.968,230.968,230.968,230.968,230.968,230.968,230.968
D36_x,97.2583,97.0326,96.9205,96.9198,96.9202,96.9206,96.9209,96.9211,96.9212,96.9213,96.9214,96.9215,96.9215,96.9215,96.9216,96.9216,96.9216,96.9216,96.9216,96.9216,96.9216,96.9216,96.9216,96.9216,96.9216,96.9216,96.9216,96.9216,96.9216,96.9216,96.9216,96.9216,96.9216,96.9216,96.9216,96.9216,96.9216,96.9216,96.9216,96.9216,96.9216,96.9216,96.9216,96.9216,96.9216,96.9216,96.9216,96.9216,96.9216,96.9216
D36_y,15.5813,15.6463,15.6373,15.6274,15.6336,15.6393,15.6436,15.6467,15.649,15.6506,15.6518,15.6526,15.6532,15.6537,15.654,15.6542,15.6543,15.6544,15.6545,15.6545,15.6546,15.6546,15.6546,15.6546,15.6546,15.6546,15.6546,15.6546,15.6546,15.6546,15.6546,15.6547,15.6547,15.6547,15.6547,15.6547,15.6547,15.6547,15.6547,15.6547,15.6547,15.6547,15.6547,15.6547,15.6547,15.6547,15.6547,15.6547,15.6547,15.6547
D37_x,407.666,409.93,411.264,411.888,412.023,412.111,412.26,412.39,412.477,412.525,412.55,412.558,412.553,412.537,412.514,412.49,412.465,412.441,412.421,412.403,412.385,412.367,412.349,412.331,412.313,412.296,412.278,412.26,412.242,412.224,412.206,412.188,412.17,412.152,412.134,412.116,412.098,412.08,412.062,412.044,412.026,412.008,411.99,411.973,411.956,411.939,411.922,411.904,411.887,411.87
D37_y,419.182,417.229,417.182,417.06,417.085,417.37,417.622,417.821,417.959,418.054,418.115,418.153,418.174,418.169,418.16,418.149,418.141,418.133,418.124,418.116,418.107,418.098,418.089,418.08,418.072,418.063,418.054,418.045,418.036,418.028,418.019,418.01,418.001,417.993,417.984,417.975,417.966,417.957,417.949,417.94,417.931,417.922,417.916,417.91,417.904,417.898,417.892,417.886,417.881,417.875
D38_x,224.167,225.558,228.004,228.408,228.72,228.807,229.266,229.435,229.448,229.45,229.5,230.248,230.401,230.605,230.786,230.847,230.873,230.966,231.157,231.344,231.523,231.683,231.795,231.918,232.053,232.184,232.305,232.417,232.522,232.619,232.705,232.775,232.826,232.861,232.885,232.9,232.909,232.916,232.919,232.922,232.923,232.925,232.926,232.926,232.927,232.928,232.928,232.929,232.929,232.93
D38_y,90.4,90.3298,90.5163,90.453,90.416,90.4066,90.3478,90.3245,90.3225,90.3224,90.3152,90.1796,90.1499,90.1011,90.0568,90.0419,90.0355,90.0126,89.9634,89.9119,89.8587,89.808,89.7707,89.7291,89.6836,89.64,89.6,89.5631,89.5286,89.4967,89.4686,89.446,89.4292,89.4179,89.4103,89.4054,89.4023,89.4003,89.3991,89.3983,89.3977,89.3973,89.397,89.3967,89.3965,89.3963,89.3962,89.396,89.3958,89.3957
D39_x,12.0184,14.5234,12.897,13.906,15.5267,17.1483,17.2084,17.2049,17.2053,17.2032,17.2004,17.1972,17.1936,17.1898,17.1865,17.1835,17.1012,16.8623,16.6826,16.5997,16.5744,16.564,16.5562,16.5494,16.543,16.5373,16.532,16.5274,16.5233,16.5198,16.5169,16.5137,16.5105,16.5075,16.5046,16.5018,16.4991,16.497,16.4952,16.4934,16.4916,16.4899,16.4881,16.4864,16.4847,16.4831,16.4814,16.4798,16.4782,16.4766
D39_y,217.616,216.717,217.592,216.954,216.218,215.76,215.727,215.705,215.682,215.661,215.639,215.618,215.596,215.575,215.558,215.543,215.082,214.04,213.612,213.501,213.473,213.452,213.434,213.418,213.403,213.39,213.378,213.367,213.358,213.35,213.343,213.335,213.327,213.32,213.314,213.307,213.301,213.296,213.292,213.288,213.284,213.28,213.275,213.271,213.267,213.264,213.26,213.256,213.252,213.248
D40_x,198.568,198.556,198.768,199.248,199.351,199.418,199.454,199.467,199.457,199.458,199.456,199.46,199.464,199.468,199.472,199.475,199.479,199.483,199.486,199.49,199.494,199.497,199.501,199.504,199.507,199.511,199.514,199.517,199.52,199.523,199.526,199.529,199.532,199.535,199.538,199.541,199.544,199.546,199.549,199.552,199.554,199.557,199.559,199.561,199.564,199.566,199.568,199.57,199.572,199.574
D40_y,191.052,191.068,190.087,187.5,186.894,186.478,186.231,186.121,186.14,186.104,186.08,186.101,186.122,186.143,186.164,186.184,186.205,186.225,186.246,186.266,186.286,186.306,186.326,186.346,186.366,186.385,186.405,186.424,186.443,186.462,186.481,186.5,186.519,186.537,186.556,186.574,186.592,186.61,186.628,186.646,186.663,186.681,186.698,186.715,186.732,186.749,186.766,186.782,186.799,186.815
D41_x,372.77,373.546,373.952,373.955,373.955,373.956,373.965,373.97,373.973,373.976,373.977,373.978,373.979,373.979,373.979,373.98,373.98,373.98,373.98,373.98,373.98,373.98,373.98,373.98,373.98,373.98,373.98,373.981,373.981,373.981,373.981,373.981,373.981,373.981,373.981,373.981,373.981,373.982,373.982,373.982,373.982,373.982,373.982,373.982,373.982,373.982,373.982,373.982,373.982,373.982
D41_y,383.624,381.653,379.558,379.525,379.525,379.516,379.422,379.36,379.317,379.289,379.268,379.254,379.247,379.242,379.238,379.234,379.232,379.23,379.228,379.227,379.226,379.226,379.225,379.225,379.224,379.224,379.222,379.221,379.22,379.218,379.217,379.216,379.214,379.213,379.212,379.211,379.209,379.208,379.207,379.206,379.205,379.203,379.202,379.201,379.2,379.199,379.198,379.197,379.196,379.195
D42_x,391.46,392.078,392.105,392.115,392.125,392.135,392.143,392.151,392.158,392.165,392.171,392.178,392.184,392.19,392.196,392.202,392.208,392.213,392.218,392.226,392.242,392.26,392.279,392.302,392.329,392.359,392.392,392.425,392.46,392.496,392.531,392.566,392.596,392.623,392.65,392.675,392.699,392.721,392.742,392.762,392.781,392.8,392.817,392.834,392.851,392.866,392.881,392.895,392.909,392.921
D42_y,30.8973,29.6817,29.6378,29.597,29.5561,29.515,29.4772,29.4409,29.4054,29.3701,29.3349,29.2998,29.2646,29.2295,29.1943,29.159,29.1237,29.0884,29.0531,29.0186,28.9859,28.9485,28.9072,28.8549,28.7936,28.7247,28.6499,28.5703,28.4864,28.3993,28.3103,28.2227,28.1516,28.0821,28.0152,27.951,27.8898,27.8317,27.7766,27.7245,27.6752,27.6283,27.5839,27.5417,27.5015,27.4632,27.4266,27.3916,27.3592,27.3326
D43_x,344.5,344.33,344.33,344.33,344.33,344.33,344.33,344.33,344.33,344.33,344.33,344.33,344.33,344.33,344.33,344.33,344.33,344.33,344.33,344.33,344.33,344.33,344.33,344.33,344.33,344.33,344.33,344.33,344.33,344.33,344.33,344.33,344.33,344.33,344.33,344.33,344.33,344.33,344.33,344.33,344.33,344.33,344.33,344.33,344.33,344.33,344.33,344.33,344.33,344.33
D43_y,454.313,449.742,449.742,449.742,449.742,449.742,449.742,449.742,449.742,449.742,449.742,449.742,449.742,449.742,449.742,449.742,449.742,449.742,449.742,449.742,449.742,449.742,449.742,449.742,449.742,449.742,449.742,449.742,449.742,449.742,449.742,449.742,449.742,449.742,449.742,449.742,449.742,449.742,449.742,449.742,449.742,449.742,449.742,449.742,449.742,449.742,449.742,449.742,449.742,449.742
D44_x,81.2635,81.2538,81.244,81.7656,82.0332,82.0241,82.0149,82.0057,81.9963,81.9869,81.9775,81.9679,81.9583,81.9486,81.9388,81.929,81.9191,81.9091,81.8991,81.8889,81.8788,81.8685,81.8582,81.8478,81.8373,81.8268,81.8162,81.8055,81.7948,81.784,81.7731,81.7622,81.7512,81.7401,81.7289,81.7177,81.7065,81.6951,81.6837,81.6722,81.6607,81.6491,81.6374,81.6257,81.6139,81.602,81.5901,81.5781,81.5661,81.554
D44_y,236.612,236.597,236.582,236.792,236.888,236.874,236.86,236.846,236.832,236.818,236.804,236.79,236.776,236.762,236.748,236.735,236.721,236.707,236.694,236.68,236.666,236.653,236.639,236.626,236.612,236.599,236.585,236.572,236.559,236.545,236.532,236.519,236.506,236.492,236.479,236.466,236.453,236.44,236.427,236.414,236.401,236.388,236.375,236.362,236.349,236.336,236.323,236.31,236.297,236.285
D45_x,172.593,172.604,172.615,172.626,172.636,172.646,172.655,172.664,172.672,172.681,172.689,172.697,172.703,172.709,172.716,172.722,172.728,172.733,172.739,172.744,172.75,172.755,172.76,172.765,172.77,172.774,172.777,172.78,172.783,172.786,172.79,172.793,172.796,172.799,172.801,172.804,172.806,172.809,172.811,172.813,172.815,172.817,172.819,172.819,172.818,172.817,172.816,172.809,172.802,172.796
D45_y,120.425,120.42,120.415,120.411,120.407,120.403,120.399,120.396,120.392,120.389,120.386,120.383,120.38,120.378,120.375,120.373,120.371,120.369,120.367,120.365,120.363,120.361,120.359,120.357,120.355,120.351,120.345,120.339,120.332,120.329,120.325,120.321,120.317,120.313,120.309,120.304,120.3,120.296,120.292,120.288,120.284,120.28,120.276,120.271,120.267,120.263,120.26,120.258,120.257,120.255
D46_x,173.464,173.858,173.852,173.839,173.736,173.587,173.568,173.951,174.244,174.485,173.874,173.7,173.688,173.683,173.681,173.681,173.681,173.68,173.68,173.68,173.68,173.68,173.68,173.68,173.68,173.68,173.68,173.68,173.68,173.68,173.68,173.68,173.68,173.68,173.68,173.68,173.68,173.68,173.68,173.68,173.68,173.68,173.68,173.68,173.68,173.68,173.68,173.68,173.68,173.68
D46_y,68.924,69.4379,69.5648,69.5933,69.725,69.9272,70.2958,71.2608,71.7996,72.0122,72.8914,73.1542,73.1943,73.1991,73.2,73.2001,73.2003,73.2012,73.2012,73.2012,73.2012,73.2012,73.2012,73.2012,73.2012,73.2012,73.2012,73.2012,73.2012,73.2012,73.2012,73.2012,73.2012,73.2012,73.2012,73.2012,73.2012,73.2012,73.2012,73.2012,73.2012,73.2012,73.2012,73.2012,73.2012,73.2012,73.2012,73.2012,73.2012,73.2012
D47_x,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8
D47_y,439.164,435.933,435.948,435.976,436.004,435.997,435.962,435.946,435.927,435.913,435.912,435.921,435.937,435.95,435.961,435.969,435.975,435.981,435.986,435.991,435.995,436.0,436.004,436.008,436.012,436.017,436.021,436.025,436.029,436.032,436.036,436.04,436.043,436.047,436.051,436.054,436.054,436.054,436.054,436.054,436.054,436.054,436.054,436.054,436.054,436.054,436.054,436.054,436.054,436.054
D48_x,388.722,388.846,388.894,388.929,388.965,389.001,389.039,389.077,389.113,389.149,389.185,389.221,389.257,389.293,389.329,389.365,389.401,389.437,389.473,389.509,389.545,389.581,389.617,389.653,389.689,389.726,389.762,389.798,389.834,389.87,389.906,389.942,389.979,390.015,390.051,390.087,390.123,390.159,390.195,390.231,390.268,390.304,390.34,390.376,390.413,390.449,390.485,390.521,390.557,390.593
D48_y,146.312,146.207,146.203,146.215,146.226,146.238,146.249,146.261,146.273,146.285,146.296,146.308,146.32,146.332,146.344,146.355,146.367,146.379,146.391,146.403,146.415,146.427,146.439,146.451,146.464,146.476,146.488,146.5,146.512,146.524,146.537,146.549,146.561,146.574,146.586,146.598,146.611,146.623,146.636,146.648,146.661,146.673,146.686,146.698,146.71,146.723,146.735,146.748,146.76,146.773
D49_x,307.226,307.226,307.226,307.226,307.239,307.252,307.265,307.277,307.29,307.303,307.316,307.329,307.342,307.355,307.367,307.38,307.393,307.406,307.419,307.431,307.444,307.457,307.47,307.483,307.495,307.508,307.521,307.534,307.546,307.559,307.572,307.584,307.597,307.61,307.623,307.635,307.648,307.661,307.673,307.686,307.698,307.711,307.724,307.724,307.724,307.724,307.724,307.724,307.724,307.724
D49_y,404.766,404.766,404.766,404.766,404.775,404.784,404.793,404.803,404.812,404.821,404.83,404.839,404.848,404.858,404.867,404.876,404.885,404.894,404.903,404.912,404.92,404.929,404.938,404.947,404.956,404.965,404.973,404.982,404.991,404.999,405.008,405.017,405.025,405.034,405.042,405.051,405.059,405.068,405.076,405.085,405.093,405.102,405.11,405.11,405.11,405.11,405.11,405.11,405.11,405.11
D50_x,429.066,429.06,429.053,429.047,429.04,429.034,429.027,429.02,429.014,429.007,429.0,428.993,428.986,428.98,428.973,428.966,428.959,428.952,428.945,428.938,428.931,428.924,428.917,428.91,428.902,428.895,428.888,428.881,428.873,428.866,428.859,428.851,428.844,428.837,428.829,428.822,428.814,428.806,428.799,428.791,428.784,428.776,428.768,428.761,428.753,428.745,428.737,428.729,428.722,428.714
D50_y,472.958,472.977,472.996,473.015,473.034,473.053,473.071,473.09,473.109,473.128,473.147,473.166,473.184,473.203,473.222,473.241,473.259,473.278,473.297,473.316,473.334,473.353,473.372,473.391,473.409,473.428,473.446,473.465,473.484,473.502,473.521,473.54,473.558,473.577,473.595,473.614,473.632,473.651,473.669,473.688,473.706,473.725,473.743,473.762,473.78,473.799,473.817,473.835,473.854,473.872
D51_x,110.507,110.549,110.561,110.643,110.205,109.884,109.601,109.368,109.221,109.14,109.102,109.092,109.092,109.092,109.092,109.092,109.092,109.092,109.092,109.092,109.092,109.092,109.092,109.092,109.092,109.092,109.092,109.092,109.092,109.092,109.092,109.092,109.092,109.092,109.092,109.092,109.092,109.092,109.092,109.092,109.092,109.092,109.092,109.092,109.092,109.092,109.092,109.092,109.092,109.092
D51_y,42.555,42.5745,42.5799,42.4098,43.2931,43.9755,44.6529,45.2695,45.6961,45.9448,46.0648,46.0987,46.0988,46.0988,46.0988,46.0988,46.0988,46.0988,46.0988,46.0988,46.0988,46.0988,46.0988,46.0988,46.0988,46.0988,46.0988,46.0988,46.0988,46.0988,46.0988,46.0988,46.0988,46.0988,46.0988,46.0988,46.0988,46.0988,46.0988,46.0988,46.0988,46.0988,46.0988,46.0988,46.0988,46.0988,46.0988,46.0988,46.0988,46.0988
D52_x,330.511,329.486,328.277,327.498,327.239,327.152,327.076,326.945,326.957,326.97,326.983,326.996,327.009,327.022,327.035,327.048,326.937,326.816,326.675,326.597,326.59,326.589,326.588,326.588,326.589,326.589,326.589,326.59,326.603,326.617,326.63,326.644,326.658,326.671,326.685,326.699,326.713,326.727,326.741,326.755,326.769,326.783,326.797,326.812,326.82,326.815,326.795,326.748,326.653,326.467
D52_y,280.883,280.014,279.335,278.598,278.31,278.179,278.061,277.889,277.852,277.814,277.777,277.74,277.702,277.665,277.628,277.591,277.657,277.787,277.862,277.854,277.824,277.792,277.759,277.726,277.694,277.661,277.628,277.595,277.558,277.521,277.484,277.447,277.41,277.373,277.336,277.299,277.263,277.226,277.189,277.152,277.115,277.078,277.042,277.005,276.97,276.94,276.915,276.898,276.898,276.927
D53_x,123.968,124.483,124.914,125.006,125.026,125.043,125.06,125.076,125.093,125.11,125.126,125.143,125.159,125.176,125.192,125.209,125.225,125.241,125.258,125.274,125.29,125.306,125.322,125.338,125.354,125.37,125.386,125.402,125.418,125.434,125.45,125.466,125.482,125.497,125.513,125.528,125.544,126.219,126.802,127.206,127.381,127.446,127.478,127.503,127.523,127.54,127.556,127.572,127.588,127.603
D53_y,279.297,279.081,278.924,278.903,278.913,278.924,278.935,278.946,278.957,278.968,278.979,278.991,279.002,279.013,279.025,279.036,279.048,279.059,279.071,279.082,279.094,279.106,279.118,279.13,279.142,279.154,279.166,279.178,279.19,279.202,279.214,279.226,279.239,279.251,279.264,279.276,279.289,278.961,278.639,278.394,278.294,278.271,278.271,278.276,278.285,278.296,278.308,278.32,278.332,278.345
D54_x,86.4212,82.2322,83.1055,82.8114,81.6524,79.054,77.6928,77.2558,77.2451,77.2239,77.1457,77.0446,76.9224,76.7956,76.6749,76.5656,76.4677,76.3818,76.3077,76.255,76.2125,76.1777,76.148,76.1217,76.1014,76.0798,76.0587,76.0379,76.0174,75.997,75.9766,75.9563,75.9359,75.9154,75.8859,75.8563,75.8267,75.797,75.7673,75.7376,75.7079,75.6781,75.6484,75.6186,75.5889,75.5591,75.5294,75.4996,75.4698,75.4407
D54_y,322.447,317.63,317.831,317.864,317.752,317.682,317.678,317.578,317.576,317.502,317.206,316.868,316.459,316.038,315.654,315.319,315.031,314.789,314.588,314.423,314.294,314.19,314.104,314.03,313.977,313.919,313.864,313.811,313.76,313.709,313.66,313.611,313.563,313.516,313.472,313.429,313.386,313.345,313.303,313.263,313.222,313.183,313.144,313.105,313.067,313.03,312.993,312.957,312.921,312.887
D55_x,153.97,153.814,153.814,153.814,153.814,153.814,153.814,153.814,153.814,153.814,153.814,153.814,153.814,153.814,153.814,153.814,153.814,153.814,153.814,153.814,153.814,153.814,153.814,153.814,153.814,153.814,153.814,153.814,153.814,153.814,153.814,153.814,153.814,153.814,153.814,153.814,153.814,153.814,153.814,153.814,153.814,153.814,153.814,153.814,153.814,153.814,153.814,153.814,153.814,153.814
D55_y,346.653,346.461,346.461,346.461,346.461,346.461,346.461,346.461,346.461,346.461,346.461,346.461,346.461,346.461,346.461,346.461,346.461,346.461,346.461,346.461,346.461,346.461,346.461,346.461,346.461,346.461,346.461,346.461,346.461,346.461,346.461,346.461,346.461,346.461,346.461,346.461,346.461,346.461,346.461,346.461,346.461,346.461,346.461,346.461,346.461,346.461,346.461,346.461,346.461,346.461
D56_x,82.5051,82.5739,82.6407,82.7058,82.7708,82.8293,82.8687,82.908,82.9473,82.9866,83.0259,83.0652,83.1045,83.1438,83.1831,83.2223,83.2616,83.3008,83.34,83.3793,83.4184,83.4576,83.4968,83.5359,83.575,83.6141,83.6532,83.6922,83.7312,83.7702,83.8092,83.8481,83.887,83.9258,83.9646,84.0034,84.0421,84.0808,84.1195,84.1581,84.1966,84.2351,84.2736,84.312,84.3503,84.3886,84.4268,84.4649,84.503,84.541
