,0,50,100,150,200,250,300,350,400,450,500,550,600,650,700,750,800,850,900,950
D4455_y,205.564,201.594,201.129,202.186,204.834,187.822,144.015,139.847,133.888,133.725,133.725,133.495,133.507,133.507,133.16,133.167,132.736,132.719,128.949,125.505
D4456_x,229.056,222.074,224.727,237.794,242.155,239.18,221.823,226.809,217.344,216.884,225.418,222.577,225.697,223.525,209.812,211.419,211.626,203.81,198.067,196.504
D4456_y,218.89,218.249,223.767,240.025,243.417,255.172,267.528,269.853,274.165,262.086,261.367,261.831,259.122,258.154,269.993,270.518,272.835,275.686,279.588,278.62
D4457_x,73.386,81.6097,78.4904,74.9438,70.883,66.5285,61.9927,57.3377,55.0955,50.8077,46.7546,44.5207,43.9497,43.6626,43.6626,43.6626,43.6626,43.0645,43.8526,44.3052
D4457_y,232.433,225.418,221.151,217.638,214.727,212.273,210.171,208.348,207.29,207.862,208.318,207.019,207.278,207.406,207.406,207.406,207.406,205.134,202.191,201.238
D4458_x,76.7496,78.1205,78.1351,78.4617,79.174,79.1637,79.1406,80.4121,80.9067,79.1657,78.5601,78.0837,75.6652,72.4056,68.2267,68.1969,68.1926,64.8231,65.9045,61.7087
D4458_y,454.526,455.13,455.121,455.484,456.56,456.594,456.668,458.289,458.847,459.921,460.185,460.223,460.367,460.487,458.296,457.938,457.987,459.4,461.167,458.991
D4459_x,63.3685,71.8691,72.5527,73.0089,72.9686,72.9854,72.981,72.9681,78.0274,78.0378,78.0966,78.1446,78.1377,78.1378,78.1378,78.1378,78.1378,78.1334,79.4378,80.2672
D4459_y,96.1155,85.4867,85.513,83.432,82.6913,82.8602,82.8119,82.6915,80.4818,80.4694,80.3981,81.733,81.7367,81.7353,81.7353,81.7353,81.7355,81.8454,81.5881,81.481
D4460_x,223.765,225.872,225.139,235.734,246.365,248.435,254.861,245.743,239.337,221.312,206.743,208.863,205.07,205.161,201.812,213.261,211.202,217.72,214.7,210.615
D4460_y,312.772,306.118,305.577,314.28,299.814,296.378,277.126,288.52,297.51,305.06,304.428,301.441,297.826,297.494,301.119,300.559,298.001,298.62,301.992,307.531
D4461_x,17.878,18.5137,18.5137,18.5137,18.5137,18.5137,18.5137,18.5908,15.1634,9.9507,9.70484,9.72301,9.88834,11.8834,16.8879,12.1433,10.7776,9.66617,8.74265,7.86644
D4461_y,384.637,383.963,383.963,383.963,383.963,383.963,383.963,383.892,385.54,385.008,385.42,385.804,385.769,389.744,391.519,398.497,397.863,397.265,396.405,395.146
D4462_x,107.141,106.612,102.722,101.164,101.631,101.36,100.389,100.271,99.6698,98.987,98.1391,92.5138,86.2239,79.1034,77.6708,74.2177,74.3156,80.0058,79.263,69.9174
D4462_y,447.29,447.181,448.151,448.659,451.157,451.336,452.507,452.6,452.901,454.35,453.795,454.159,451.611,454.192,454.639,455.768,459.849,461.93,467.412,466.5
D4463_x,78.7593,77.8015,78.6853,79.3976,79.2407,79.3884,79.3672,79.1777,83.7814,83.7947,83.8703,83.9922,83.9902,83.9902,83.9902,83.9902,83.9902,83.9891,83.8408,83.838
D4463_y,85.122,83.0851,83.6823,83.9237,83.9644,83.0261,82.3919,81.0963,77.6796,77.6732,77.637,77.3518,77.2926,77.2925,77.2925,77.2925,77.2925,77.2639,76.2836,76.1697
D4464_x,14.3427,14.4317,14.4317,14.4317,14.4317,14.4317,14.4317,14.4317,14.4317,14.4317,14.4317,12.6356,12.058,11.9552,11.7858,11.7661,12.1194,9.59459,7.15725,6.96016
D4464_y,447.804,447.537,447.537,447.537,447.537,447.537,447.537,447.537,447.537,447.537,447.537,446.784,447.219,447.226,447.144,447.135,446.648,447.348,442.463,443.035
D4465_x,386.656,383.122,382.034,386.326,392.962,399.982,404.304,405.235,405.168,402.433,406.767,409.671,410.248,412.279,423.992,423.427,423.35,403.716,406.845,400.622
D4465_y,414.395,418.794,426.637,435.434,442.819,448.318,450.831,451.416,451.704,451.494,449.432,450.182,453.635,457.789,467.896,485.79,494.987,499.819,496.8,481.047
D4466_x,336.567,329.199,320.62,318.587,308.09,303.044,304.107,315.401,321.653,333.211,335.326,334.726,337.953,334.085,334.587,326.958,323.846,319.485,319.122,321.257
D4466_y,400.124,406.683,411.341,418.157,423.458,429.645,442.213,453.342,461.907,457.677,452.981,459.789,468.746,461.498,466.823,463.871,460.064,459.295,456.826,451.218
D4467_x,473.376,471.716,471.716,471.716,471.716,471.716,471.716,471.715,471.701,480.286,482.996,485.694,491.289,497.978,498.163,482.43,474.326,473.696,474.027,473.827
D4467_y,127.642,130.441,130.441,130.441,130.441,130.441,130.441,130.441,130.451,140.067,141.744,142.325,136.134,136.518,139.198,117.375,108.935,106.64,104.518,104.408
D4468_x,179.986,180.158,183.028,187.921,187.575,187.789,187.789,187.789,187.201,187.148,187.144,187.083,187.153,187.142,187.137,187.13,187.108,186.378,187.252,187.291
D4468_y,103.278,103.055,94.6781,98.2537,98.4934,98.7536,98.7536,98.7536,98.6365,98.6253,98.6243,98.5744,97.7443,98.0138,98.0926,98.1811,97.9877,100.74,97.2753,97.1692
D4469_x,170.32,169.83,168.916,166.669,162.082,156.018,154.51,155.169,153.481,144.824,143.071,143.071,144.533,155.72,155.907,157.851,158.507,156.482,156.299,156.299
D4469_y,429.88,434.713,439.609,444.06,446.017,449.121,446.991,454.093,457.197,451.141,449.968,449.968,442.909,446.903,450.516,460.268,457.894,456.667,455.776,455.776
D4470_x,12.8832,13.0443,13.0443,13.0443,13.0443,13.0443,13.0443,13.0443,13.0443,13.0443,13.0443,13.0443,13.0443,13.0443,13.0443,13.0443,13.0443,13.0443,13.0443,13.0443
D4470_y,42.8861,42.7987,42.7987,42.7987,42.7987,42.7987,42.7987,42.7987,42.7987,42.7987,42.7987,42.7987,42.7987,42.7987,42.7987,42.7987,42.7987,42.7987,42.7987,42.7987
D4471_x,475.593,476.741,476.741,476.741,476.741,476.741,476.741,476.741,478.195,478.68,474.359,473.859,458.105,452.85,455.21,445.979,435.561,432.339,429.331,429.264
D4471_y,162.154,162.349,162.349,162.349,162.349,162.349,162.349,162.349,165.51,168.697,172.697,169.88,166.719,164.743,163.608,172.182,166.287,165.476,166.424,166.498
D4472_x,151.763,166.585,161.773,166.192,157.443,151.846,144.14,131.014,128.99,118.972,119.1,109.838,107.676,97.9492,87.2735,95.2528,107.504,105.455,101.691,97.0122
D4472_y,253.123,259.647,265.198,262.647,273.685,286.885,284.473,285.747,296.701,297.474,298.44,296.6,302.981,301.599,309.246,301.263,302.876,293.907,290.192,288.428
D4473_x,248.02,259.134,265.991,265.096,259.421,267.948,274.398,267.047,254.001,250.028,247.707,252.461,274.965,289.303,281.901,275.631,273.397,262.718,269.51,271.241
D4473_y,398.66,396.603,397.776,415.991,420.944,431.959,449.381,463.657,485.025,485.405,496.8,487.607,498.503,496.8,494.836,495.495,496.8,496.8,493.671,493.819
D4474_x,267.691,262.318,262.451,264.876,280.477,290.667,300.798,325.625,331.627,339.634,346.877,342.849,345.435,346.614,346.857,347.174,347.174,352.11,361.421,367.28
D4474_y,211.934,213.227,213.105,214.232,214.605,216.012,214.398,243.33,248.526,254.019,259.818,254.062,258.431,250.252,244.312,243.017,243.017,252.736,249.733,247.774
D4475_x,70.8587,60.8563,57.8481,54.493,50.8673,46.9014,43.5468,44.2633,42.6836,45.0281,50.0902,55.5337,57.4975,57.4975,57.4975,57.4976,57.3492,57.3018,57.6622,58.4522
D4475_y,203.811,200.546,196.554,192.849,189.408,188.93,191.739,190.382,186.976,179.506,177.258,174.144,173.37,173.37,173.37,173.37,173.511,173.554,173.121,172.785
D4476_x,463.181,474.792,479.814,480.888,469.795,469.769,473.694,473.64,473.872,471.639,476.296,475.862,486.415,493.181,496.8,496.8,490.475,482.419,492.189,498.704
D4476_y,386.805,380.686,377.265,381.545,382.144,382.172,379.423,379.38,379.511,376.205,375.546,372.185,374.654,356.625,360.06,357.926,350.429,344.375,341.371,334.981
D4477_x,287.464,285.834,285.13,275.994,276.106,280.129,273.245,264.428,253.901,241.417,229.714,224.407,222.368,219.319,219.85,213.956,210.065,215.36,214.672,217.638
D4477_y,393.51,391.13,389.834,386.545,379.095,379.751,388.326,384.232,380.393,379.522,374.543,376.497,378.446,386.855,393.956,402.17,403.38,399.599,392.708,390.746
D4478_x,401.726,402.343,407.595,406.826,402.632,404.204,406.907,417.94,421.786,420.767,422.48,428.437,415.394,403.229,394.02,393.996,386.257,377.715,375.82,373.308
D4478_y,310.845,303.83,303.442,312.125,311.65,313.951,320.201,323.031,326.689,327.797,328.695,339.112,347.362,358.75,357.247,356.944,353.071,346.077,341.492,334.031
D4479_x,350.927,351.074,351.074,351.074,351.074,351.074,351.074,351.074,351.074,351.074,351.074,351.074,351.074,351.074,351.074,351.074,351.074,350.995,349.5,349.291
D4479_y,25.7262,25.9653,25.9653,25.9653,25.9653,25.9653,25.9653,25.9653,25.9653,25.9653,25.9653,25.9653,25.9653,25.9654,25.9655,25.9655,25.9656,25.9443,26.5995,26.5813
D4480_x,477.062,477.308,480.402,486.053,487.207,488.534,489.508,490.354,489.438,492.457,496.8,485.915,480.277,492.796,496.791,455.697,455.698,455.698,455.698,455.698
D4480_y,345.501,343.844,343.804,338.647,337.087,334.677,332.396,331.101,329.773,325.298,316.485,310.718,304.067,289.173,242.328,194.827,194.764,194.764,194.764,194.764
D4481_x,95.5229,95.1195,95.5419,95.9591,97.0495,97.079,96.6354,95.2477,94.2324,92.6313,91.7412,86.1138,80.1401,72.7075,71.5355,68.9528,62.7876,59.6155,54.9409,47.5697
D4481_y,455.701,456.02,456.216,456.439,457.153,457.177,457.69,456.566,456.277,455.102,453.958,454.16,453.598,453.965,452.818,450.253,453.929,452.138,452.54,456.271
D4482_x,329.232,328.255,328.489,327.669,326.382,324.878,323.385,328.706,330.645,337.612,338.199,338.506,343.61,348.496,356.582,359.094,353.489,364.158,367.189,376.373
D4482_y,330.685,325.877,319.667,314.739,309.908,305.14,300.62,317.095,319.974,321.66,317.817,316.055,310.659,307.294,305.603,306.186,306.29,303.622,290.991,281.82
D4483_x,20.4868,20.9356,20.9968,20.9968,23.0254,23.758,23.6761,24.1457,23.3278,22.8494,22.3096,22.3096,22.3096,22.3096,22.3096,22.3096,22.3096,22.3096,22.3096,22.3096
D4483_y,103.908,104.572,104.746,104.746,103.885,103.307,102.238,99.7563,96.3354,95.4313,91.7087,91.7087,91.7087,91.7087,91.7087,91.7087,91.7087,91.7087,91.7087,91.7087
D4484_x,69.8365,69.8365,69.8365,69.8365,69.8365,69.8365,69.8365,69.8365,69.8365,69.8365,69.8365,69.8365,69.8365,69.8365,69.8365,69.8365,69.8365,69.8365,69.8365,69.8365
D4484_y,3.4383,3.43829,3.43829,3.43829,3.43829,3.43829,3.43829,3.43829,3.43829,3.43829,3.43829,3.43829,3.43829,3.43829,3.43829,3.43829,3.43829,3.43829,3.43829,3.43829
D4485_x,207.879,208.609,215.845,228.209,225.726,232.877,246.072,240.164,242.992,253.085,246.613,248.32,245.477,253.155,251.74,255.866,258.363,255.029,248.718,239.965
D4485_y,279.487,284.93,288.61,287.035,280.39,289.072,293.839,285.384,275.495,262.211,263.015,258.575,244.997,235.809,229.768,222.457,213.666,212.722,219.065,218.264
D4486_x,249.115,247.016,255.563,259.007,260.079,265.707,260.835,253.635,236.526,227.631,220.998,214.049,212.135,215.447,221.867,223.899,235.288,239.395,239.991,240.8
D4486_y,380.089,375.242,375.834,377.306,380.591,388.961,386.296,381.281,380.325,380.424,382.216,388.558,392.003,392.058,400.134,409.093,407.753,406.772,406.987,407.119
D4487_x,326.247,322.876,322.872,322.783,322.066,332.575,342.621,352.148,372.736,381.095,380.113,370.145,366.711,365.845,360.347,356.339,356.235,355.717,348.709,348.709
D4487_y,195.247,190.975,190.972,190.892,190.947,189.967,196.944,204.653,196.822,190.004,162.225,145.659,142.871,142.203,140.978,145.215,145.981,149.054,150.283,150.283
D4488_x,83.1111,76.4946,72.2704,67.8812,63.4109,58.8908,54.3364,54.9793,54.5397,52.9497,53.6578,54.2595,54.3982,53.9736,54.8256,55.7362,55.7738,52.3845,51.5797,45.1706
D4488_y,237.027,243.697,246.369,248.763,251.002,253.139,255.203,255.948,259.449,262.524,266.378,267.08,266.786,265.034,264.349,262.097,261.757,255.757,259.361,257.926
D4489_x,46.0857,39.3697,34.8736,30.0043,34.6855,35.0782,43.9222,45.0714,46.6524,48.2711,51.9695,54.494,54.7166,57.7106,57.7198,57.958,58.0745,59.3232,60.1415,61.7207
D4489_y,240.487,237.233,233.693,232.65,234.969,238.918,245.619,245.167,249.567,251.685,254.855,256.657,256.667,256.72,256.717,256.095,255.785,253.909,252.025,249.212
D4490_x,392.701,394.25,404.281,411.517,414.287,416.173,423.625,424.442,422.547,417.101,408.195,411.807,418.385,397.643,384.133,375.346,376.337,363.213,356.013,351.534
D4490_y,318.883,319.759,319.798,316.478,311.579,309.852,311.419,312.371,312.395,314.93,319.843,340.454,338.532,351.944,345.094,352.349,353.498,352.488,354.534,351.029
D4491_x,194.65,188.32,190.107,209.708,241.285,225.297,218.943,218.627,218.201,221.228,230.649,231.146,234.674,235.118,234.963,236.71,239.825,253.996,258.217,253.967
D4491_y,201.099,195.48,194.016,214.683,225.786,234.968,226.55,223.507,223.206,218.509,217.826,208.502,202.17,196.559,191.284,188.461,184.347,179.801,165.143,159.402
D4492_x,10.5891,6.73809,6.73807,6.73806,5.4823,3.19956,3.13118,3.13149,3.11277,3.10831,3.10831,3.10831,3.10831,3.10831,3.10831,3.10831,3.10831,3.10831,3.10831,3.10831
D4492_y,71.8894,72.169,72.169,72.169,72.1282,72.5694,72.7933,72.7926,72.8055,72.8115,72.8115,72.8115,72.8115,72.8115,72.8115,72.8115,72.8115,72.8115,72.8115,72.8115
D4493_x,122.659,124.083,124.28,124.297,124.298,124.298,124.298,124.3,124.3,124.3,124.3,124.3,124.3,124.3,124.3,124.3,124.194,124.194,124.258,124.237
D4493_y,59.7421,58.7301,58.776,58.7836,58.7838,58.7839,58.7839,58.7848,58.7848,58.7848,58.7848,58.7848,58.7848,58.7848,58.7848,58.7848,58.9766,58.9766,58.9533,59.1141
D4494_x,384.098,385.21,384.035,385.501,387.332,387.639,391.49,398.667,397.658,401.428,413.554,406.856,410.918,397.225,390.784,385.681,388.14,386.571,384.73,391.028
D4494_y,261.055,260.054,260.561,259.971,260.993,261.111,265.078,273.575,274.468,270.107,263.824,251.375,268.695,271.998,268.924,260.558,255.477,256.84,258.862,263.635
D4495_x,249.409,249.44,247.237,245.968,240.673,233.244,234.266,224.214,220.828,215.228,204.41,202.754,192.951,192.064,188.756,187.809,193.288,192.499,193.957,194.091
D4495_y,434.882,438.087,445.255,448.113,457.932,453.471,446.005,446.298,436.037,440.741,439.552,444.301,434.956,421.644,422.513,422.115,436.971,427.433,425.038,425.265
D4496_x,156.219,156.387,155.273,155.097,155.097,154.98,154.791,154.668,154.668,154.668,154.668,154.668,154.668,154.668,154.668,154.668,154.668,154.668,154.668,154.668
D4496_y,87.5084,86.5476,86.7452,87.0216,87.0216,87.0716,87.1647,87.2375,87.2374,87.2374,87.2374,87.2374,87.2374,87.2374,87.2374,87.2374,87.2374,87.2374,87.2374,87.2374
D4497_x,469.059,478.754,489.451,491.256,492.061,491.976,489.066,490.525,491.163,496.803,494.554,496.8,496.8,496.8,496.8,496.8,495.288,483.169,470.588,477.011
D4497_y,359.84,361.565,364.181,367.975,375.505,375.758,373.612,372.959,372.414,369.672,367.318,363.576,365.083,330.671,329.565,350.188,336.112,382.658,389.724,379.948
D4498_x,123.45,123.378,123.376,123.376,123.376,123.376,123.376,123.376,125.248,125.253,125.281,125.383,125.488,125.488,125.488,125.488,125.485,125.493,126.191,128.029
D4498_y,73.3869,73.5096,73.5126,73.5126,73.5126,73.5126,73.5126,73.5126,74.3244,74.3263,74.3366,74.3742,74.414,74.414,74.414,74.414,74.4266,74.4297,74.7235,69.8136
D4499_x,253.037,251.715,251.715,251.715,253.719,249.901,246.386,246.486,246.486,246.486,246.486,246.486,246.486,246.486,245.668,245.906,246.353,245.674,248.499,253.985
D4499_y,108.288,108.226,108.226,108.226,104.123,99.3959,96.5052,96.5536,96.5487,96.5487,96.5487,96.5487,96.5487,96.5487,94.2857,94.466,95.251,96.6891,100.72,101.147
D4500_x,142.398,175.877,202.172,218.695,215.75,216.789,193.95,189.948,181.028,177.745,180.687,187.837,195.986,200.481,202.549,207.85,226.414,232.798,226.09,229.467
D4500_y,164.303,185.308,180.111,206.49,236.46,254.527,254.409,255.224,252.6,253.599,255.057,248.743,250.531,252.24,262.447,258.041,250.162,250.201,247.848,246.419
D4501_x,321.622,319.25,317.405,315.437,313.402,319.025,330.884,339.595,342.401,344.673,344.803,343.293,346.447,347.187,338.615,330.32,330.33,329.972,326.937,325.647
D4501_y,313.551,307.818,303.172,298.576,294.008,292.688,297.084,297.705,303.019,310.547,321.158,330.205,325.324,325.664,326.84,328.422,327.216,328.995,331.458,337.495
D4502_x,208.669,208.669,208.114,214.489,201.403,194.897,193.05,192.926,192.364,192.364,192.364,191.376,190.888,190.885,191.258,193.108,194.773,194.486,191.983,194.988
D4502_y,170.944,170.944,161.472,162.704,143.577,148.594,150.938,151.078,151.647,151.647,151.647,152.379,152.604,152.605,152.014,148.926,145.848,145.058,148.781,147.484
D4503_x,346.426,346.426,346.426,346.426,346.426,345.643,346.724,351.36,352.975,353.2,346.599,340.513,338.032,339.504,343.928,347.022,347.022,347.102,347.282,347.282
D4503_y,154.817,154.817,154.817,154.817,154.817,155.471,154.875,143.679,135.572,132.783,136.663,136.26,138.772,138.712,140.945,141.799,141.799,141.784,141.993,141.993
D4504_x,443.434,443.307,443.307,443.307,443.307,443.307,443.307,443.189,440.744,442.591,449.269,455.558,464.953,443.373,441.514,455.592,455.588,455.588,455.588,455.588
D4504_y,211.037,210.839,210.839,210.839,210.839,210.839,210.839,210.674,215.566,222.271,218.718,222.235,228.431,181.536,178.225,188.051,188.08,188.08,188.08,188.08
D4505_x,327.58,332.222,333.087,333.509,334.193,340.469,349.945,356.452,368.428,350.862,350.191,349.485,338.396,336.937,334.91,332.732,328.401,321.007,318.48,316.326
D4505_y,231.063,224.89,223.587,222.599,222.051,227.065,230.926,244.366,254.635,258.199,274.67,279.665,285.667,276.379,275.83,266.524,272.653,274.794,273.371,263.824
D4506_x,276.617,275.953,275.953,275.953,275.953,275.953,275.953,275.509,275.779,276.062,276.465,275.522,275.702,275.77,276.139,276.139,276.139,276.139,276.139,276.139
D4506_y,35.8229,35.8535,35.8535,35.8535,35.8535,35.8535,35.8535,35.657,34.5026,33.971,33.5274,32.659,32.0287,32.0591,32.2521,32.2521,32.2521,32.2519,32.2519,32.2518
D4507_x,282.045,277.34,272.255,260.636,261.599,258.878,261.798,280.638,276.058,275.558,276.892,282.485,284.211,286.183,291.556,291.399,293.637,296.795,301.068,306.528
D4507_y,334.679,336.381,336.716,332.363,333.614,331.813,331.288,328.112,340.231,332.53,318.785,312.81,304.637,307.547,307.917,303.933,299.486,296.565,294.21,294.988
D4508_x,145.7,145.7,145.7,145.7,145.7,145.7,140.368,141.554,133.19,133.534,134.208,133.717,136.306,128.894,120.107,116.541,112.273,111.642,104.162,94.862
D4508_y,494.334,494.334,494.334,494.334,494.334,494.334,496.8,491.091,486.209,483.236,485.841,487.865,489.438,480.363,482.29,483.114,482.07,484.794,494.137,494.738
D4509_x,14.0382,14.099,13.9371,12.288,10.1048,9.96392,7.3478,6.27219,3.2,3.2,1.48399,3.87745,3.2,-0.115958,4.28505,3.2,3.2,3.2,6.90659,7.01576
D4509_y,315.494,317.323,318.209,321.618,323.729,323.93,325.381,324.779,325.558,324.17,329.303,327.003,327.057,337.017,350.396,351.474,349.444,349.266,360.312,362.529
D4510_x,333.237,333.143,333.143,333.143,333.143,335.547,346.135,346.072,345.235,334.468,325.263,323.609,321.637,321.637,321.661,321.661,321.661,320.009,318.645,318.859
D4510_y,148.0,148.058,148.058,148.058,148.058,147.778,148.502,139.255,133.348,128.364,124.858,124.878,128.635,128.635,127.951,127.951,127.951,126.173,124.585,123.599
D4511_x,201.656,206.534,208.711,230.329,236.584,257.953,288.543,293.35,272.074,274.776,282.705,281.343,283.418,286.883,292.074,302.65,299.692,299.971,297.352,303.407
D4511_y,198.722,198.485,191.128,211.669,221.443,223.33,217.237,252.362,239.299,247.015,241.415,237.308,234.742,239.157,235.121,226.802,221.991,220.263,220.357,216.676
D4512_x,17.2444,18.7853,18.7853,18.7853,18.7853,18.7853,18.7853,18.7853,18.8177,18.9378,18.9383,19.0409,20.9915,21.9251,20.1423,13.2609,13.046,14.2991,14.9766,11.8619
D4512_y,405.085,406.173,406.173,406.173,406.173,406.173,406.173,406.173,406.092,405.797,405.795,405.579,402.771,401.395,400.792,405.162,406.158,408.556,413.556,417.232
D4513_x,430.757,430.757,430.757,430.757,430.757,430.757,430.757,430.757,430.757,430.757,430.757,430.757,430.757,430.757,430.757,430.957,430.963,430.963,430.963,430.963
D4513_y,14.2734,14.2735,14.2735,14.2735,14.2735,14.2735,14.2735,14.2735,14.2735,14.2735,14.2735,14.2735,14.2735,14.2735,14.2735,14.5037,14.5124,14.5124,14.5124,14.5124
D4514_x,50.3424,55.1984,55.6015,56.0641,57.8806,58.8868,59.0733,58.9076,58.6486,59.8893,52.1139,45.7768,42.3998,36.4684,34.9067,34.7078,38.4938,32.7688,27.1945,25.7853
D4514_y,341.156,350.776,351.243,352.243,357.255,359.802,360.537,361.057,364.464,359.1,358.882,359.934,362.942,361.428,355.135,355.699,355.84,358.843,362.101,357.003
D4515_x,197.609,203.91,213.216,216.284,215.466,220.919,226.644,218.529,227.902,216.309,206.578,199.064,203.52,199.373,195.469,193.862,192.672,191.417,191.416,189.851
D4515_y,265.533,266.98,264.003,261.244,270.849,293.882,301.206,310.5,316.18,309.052,310.826,304.186,304.036,302.443,303.643,306.136,303.75,307.712,310.484,312.199
D4516_x,494.149,494.377,494.377,494.377,494.377,494.377,494.377,494.377,494.377,494.377,494.377,493.889,496.8,496.8,496.803,491.725,496.8,495.78,496.292,496.413
D4516_y,113.576,113.845,113.845,113.845,113.845,113.845,113.845,113.845,113.845,113.845,113.845,114.556,109.673,96.8027,111.884,98.6475,97.9803,94.7302,94.2312,94.0928
D4517_x,109.316,112.544,115.494,119.717,127.716,125.594,118.859,110.565,123.977,120.875,121.318,106.289,107.345,104.966,109.047,107.338,106.699,96.015,87.9919,75.5004
D4517_y,273.835,276.722,278.783,279.519,282.578,292.403,297.671,307.324,318.966,314.365,321.137,326.633,319.401,327.223,331.121,344.781,349.073,348.271,347.681,339.821
D4518_x,380.187,380.454,380.816,384.857,384.352,385.072,395.995,403.75,406.968,406.24,402.375,376.081,378.122,397.296,398.437,382.761,376.072,379.428,380.32,376.91
D4518_y,288.619,284.707,281.023,286.972,284.136,283.529,275.754,277.464,282.99,287.75,278.657,293.006,287.212,295.842,300.158,301.822,296.563,286.915,275.697,263.715
D4519_x,192.493,190.317,200.984,213.14,198.785,211.21,216.384,221.135,193.754,202.3,189.739,175.782,167.344,176.389,181.111,178.581,175.618,177.365,179.195,183.093
D4519_y,285.783,286.118,286.906,282.303,286.332,284.863,293.603,279.512,290.195,290.316,290.524,294.047,307.688,307.059,307.435,303.764,299.201,295.848,297.02,299.423
D4520_x,269.034,266.803,261.194,255.784,252.97,251.374,242.187,236.29,219.456,215.035,213.481,220.283,217.758,220.98,220.55,216.952,213.254,221.739,225.447,226.193
D4520_y,442.412,448.705,462.271,465.14,468.384,466.215,471.81,464.363,468.34,466.566,457.961,459.157,462.448,466.548,468.763,472.861,463.744,462.002,461.796,460.686
D4521_x,356.092,348.557,340.04,330.974,321.943,314.089,310.871,321.654,325.704,341.47,345.977,351.919,353.185,351.983,344.397,341.741,327.889,342.374,342.41,340.305
D4521_y,401.554,404.157,409.359,417.468,425.512,431.103,442.851,451.929,456.953,455.398,459.016,465.294,462.781,462.937,467.382,484.189,496.8,496.147,496.8,496.8
D4522_x,427.519,430.445,434.82,437.256,430.534,426.689,428.001,418.477,418.507,415.837,419.344,424.092,420.051,420.444,416.479,418.777,425.257,428.786,437.356,442.811
D4522_y,428.588,431.693,440.194,438.184,433.784,425.93,423.811,411.784,405.891,405.115,406.192,407.255,404.941,402.895,405.723,407.06,405.648,398.749,397.783,394.821
D4523_x,315.156,315.156,315.156,315.156,315.156,316.679,310.075,314.951,314.789,306.372,302.631,298.627,293.102,293.072,289.742,289.609,288.454,286.536,286.156,286.212
D4523_y,136.652,136.652,136.652,136.652,136.652,135.662,139.233,125.189,119.546,121.234,124.089,126.348,131.552,131.608,132.621,132.467,130.757,127.061,124.259,119.815
D4524_x,244.135,247.387,248.234,255.41,266.212,283.875,307.474,300.16,289.663,278.648,268.211,257.065,248.132,260.754,266.399,257.377,261.368,259.564,259.474,269.909
D4524_y,246.972,250.832,252.324,252.563,258.373,243.353,240.715,255.275,272.339,277.513,280.637,273.165,274.726,276.489,280.421,272.037,264.628,262.618,258.268,257.71
D4525_x,218.583,217.422,218.098,217.104,224.608,212.818,191.841,171.618,167.845,183.47,186.498,186.661,195.305,188.466,190.478,187.49,184.849,178.002,178.236,176.334
D4525_y,467.403,467.058,467.755,478.242,491.43,496.8,496.8,496.8,487.687,487.388,489.611,485.583,484.953,496.8,490.593,487.745,485.423,485.173,481.716,480.342
D4526_x,38.6083,35.0495,28.3402,23.0388,23.0561,24.2272,19.7303,17.6355,17.8122,20.0919,17.6105,16.713,17.2818,13.1587,13.305,9.5921,8.10851,4.7473,3.2,3.08483
D4526_y,303.981,304.474,304.111,305.968,307.314,309.708,311.985,311.834,309.584,307.844,311.025,307.92,309.423,312.067,309.313,315.821,319.944,326.056,335.55,339.889
D4527_x,234.022,242.282,238.131,239.531,249.535,278.498,269.583,268.679,269.126,258.532,269.173,273.34,290.556,286.848,284.007,284.976,290.066,280.423,279.748,273.075
D4527_y,304.895,299.979,305.844,319.432,316.525,321.161,301.592,296.267,275.043,265.572,241.526,251.269,249.174,245.556,242.895,238.0,232.464,219.318,216.708,207.632
D4528_x,100.361,91.7731,92.3431,92.2829,91.6908,90.6095,89.0879,87.176,84.9219,82.3694,80.2858,78.8504,78.56,78.5269,78.5262,78.5262,78.5262,78.5262,78.3398,78.7467
D4528_y,213.707,198.762,193.505,188.508,183.545,178.665,173.904,169.285,164.824,160.525,157.717,157.735,157.726,157.739,157.746,157.746,157.746,157.746,160.237,160.673
D4529_x,218.404,219.628,218.43,219.436,225.162,222.429,193.31,187.875,180.293,176.36,179.326,172.768,164.479,159.382,163.599,164.016,162.385,161.614,162.768,166.098
D4529_y,309.276,304.711,304.168,281.153,274.015,265.53,260.777,261.353,266.874,267.372,270.358,270.482,274.963,276.858,280.726,281.422,281.88,281.979,282.248,284.035
D4530_x,470.856,470.782,470.562,464.213,466.721,470.692,470.665,480.508,482.066,486.931,490.891,496.8,492.616,486.848,476.642,462.727,447.561,455.545,444.712,431.605
D4530_y,371.596,369.993,378.479,384.592,387.758,388.505,390.802,390.923,388.971,382.812,378.911,378.959,381.71,380.667,361.345,361.709,374.241,349.13,342.404,343.322
D4531_x,440.947,449.408,444.984,443.627,443.955,442.395,442.673,442.861,445.795,451.252,453.384,436.539,442.017,452.76,439.62,444.384,437.17,435.06,438.665,432.366
D4531_y,374.648,372.903,370.526,372.682,373.441,373.23,373.637,373.821,372.71,380.499,382.024,378.609,371.057,368.281,381.009,356.974,346.079,336.217,340.702,349.676
D4532_x,108.047,105.188,106.165,111.056,113.784,117.793,120.971,123.18,124.439,124.644,124.355,121.364,118.117,115.277,108.331,104.903,97.6004,92.677,84.294,79.5595
D4532_y,227.256,235.25,237.984,239.0,240.93,243.898,247.741,252.216,257.047,261.736,266.724,270.066,273.602,277.593,277.408,280.79,277.78,270.706,266.128,261.922
