,0,50,100,150,200,250,300,350,400,450,500,550,600,650,700,750,800,850,900,950
D4533_x,496.37,496.8,496.8,496.8,496.8,496.8,496.8,496.8,496.8,497.062,493.386,490.335,496.77,490.615,467.308,463.398,460.428,449.155,433.066,462.176
D4533_y,240.778,241.803,241.803,241.803,241.803,241.962,242.313,242.279,242.903,242.59,250.902,251.325,254.642,295.19,320.182,343.829,352.23,348.766,343.802,348.336
D4534_x,229.184,229.187,232.532,228.914,246.806,249.912,259.282,263.256,256.259,262.707,261.685,255.721,258.736,260.337,259.598,257.724,255.046,258.832,266.678,272.217
D4534_y,261.745,261.572,259.451,252.508,249.657,262.473,250.04,243.197,232.255,231.454,226.789,213.828,206.484,195.922,193.231,189.293,185.136,183.993,176.426,172.758
D4535_x,97.4568,85.4337,83.699,83.5595,83.535,85.3511,88.4017,92.202,92.5081,92.7394,92.6537,92.8313,92.7828,92.7617,92.6506,92.228,92.1056,91.8443,90.3692,90.3814
D4535_y,123.674,128.429,129.184,129.162,129.82,131.147,131.908,135.305,135.247,135.607,140.261,140.936,141.142,141.224,141.642,142.911,143.221,143.852,145.281,145.474
D4536_x,437.977,443.146,445.012,442.374,443.234,442.7,442.214,438.642,432.973,431.433,432.854,441.788,454.405,463.025,463.317,452.906,458.571,451.635,431.816,419.662
D4536_y,471.947,472.846,471.811,472.593,470.987,471.407,472.973,474.112,472.054,470.717,465.346,464.174,468.075,469.838,470.19,464.879,489.797,496.8,496.8,485.248
D4537_x,348.758,346.564,346.564,346.564,346.564,345.911,349.401,353.289,350.746,340.069,334.703,324.527,334.584,329.133,336.135,333.121,328.088,318.735,316.31,312.515
D4537_y,215.838,216.648,216.648,216.648,216.648,221.916,211.377,211.329,229.445,272.297,290.669,285.866,280.526,267.775,264.939,259.411,253.394,255.079,255.243,253.64
D4538_x,108.688,101.49,98.5183,98.2707,98.6238,98.628,97.7431,92.3549,87.7008,84.0013,79.7368,76.698,75.2016,75.0213,78.7184,75.1092,71.9378,72.4432,72.838,70.5138
D4538_y,439.847,440.744,440.037,439.201,438.607,438.601,438.573,440.924,438.75,438.735,438.289,440.421,441.884,441.96,440.637,437.794,440.526,442.621,450.502,452.868
D4539_x,280.17,277.797,277.797,277.799,275.184,279.46,301.275,317.891,342.779,369.804,386.518,410.975,402.918,418.751,407.165,398.609,391.249,380.779,379.513,381.464
D4539_y,187.305,188.533,188.533,188.531,200.043,188.954,195.848,193.449,183.839,232.554,241.637,246.423,283.173,290.814,290.348,287.457,289.864,294.473,294.437,288.371
D4540_x,436.965,441.891,438.094,438.294,444.624,447.334,448.815,449.79,449.548,447.844,441.029,455.093,446.969,439.262,423.39,427.543,433.077,450.622,457.718,475.474
D4540_y,358.865,349.001,346.628,342.014,342.971,346.168,346.8,347.726,348.047,347.912,350.171,363.576,375.111,377.636,388.901,397.844,395.909,390.096,379.99,373.733
D4541_x,143.595,161.044,180.702,174.752,160.539,165.058,168.061,172.951,177.682,182.448,187.444,191.488,195.866,202.101,205.904,207.067,211.239,212.461,216.432,216.405
D4541_y,169.779,202.457,207.656,225.476,219.319,218.308,217.918,216.875,215.528,214.15,212.865,207.5,204.265,199.914,197.131,194.075,190.117,178.671,175.535,169.907
D4542_x,410.912,411.146,417.038,424.529,440.173,444.436,452.449,454.863,454.863,451.216,459.023,453.547,446.39,445.776,429.179,429.203,443.5,438.941,444.681,450.198
D4542_y,276.462,276.504,272.935,270.477,268.631,269.737,271.151,272.247,272.247,272.066,264.804,266.694,257.292,306.503,316.821,311.586,312.945,301.484,285.744,277.723
D4543_x,46.7521,49.2933,49.2991,54.2574,56.5956,59.372,61.173,61.5423,63.2339,63.2339,62.7342,62.7002,62.671,62.6712,62.6675,62.6696,62.6706,62.665,62.6521,62.6493
D4543_y,130.24,130.945,130.918,130.713,131.174,133.273,134.577,135.824,137.272,137.272,135.637,135.005,134.919,134.884,134.844,134.785,134.761,134.754,134.738,134.737
D4544_x,467.571,472.238,472.242,472.242,472.242,472.242,472.242,472.242,482.089,489.229,491.216,491.836,485.172,473.605,469.458,465.031,463.595,458.638,458.19,458.19
D4544_y,130.335,138.644,138.638,138.638,138.638,138.638,138.638,138.638,143.054,143.425,140.947,140.528,133.816,121.641,102.424,90.0269,93.4907,90.2596,87.2844,87.2845
D4545_x,21.1742,8.82712,6.60561,3.19978,14.8564,21.3144,21.9674,23.629,27.7311,26.7911,33.0298,34.9758,35.7484,37.5584,36.6196,36.0948,37.7198,38.8566,38.5871,39.2667
D4545_y,251.666,259.468,260.946,263.688,268.167,266.828,267.285,267.822,268.824,267.033,255.279,254.4,254.848,257.438,257.136,257.469,257.403,263.996,263.754,263.636
D4546_x,135.372,157.626,158.971,156.918,157.961,146.408,142.5,139.976,141.168,142.01,139.804,141.912,127.068,122.143,128.489,126.716,125.839,121.974,116.737,112.235
D4546_y,192.265,230.295,245.591,262.913,280.232,290.26,293.232,294.836,300.204,315.43,317.948,319.718,323.253,323.311,324.024,316.891,311.411,313.365,314.227,316.305
D4547_x,39.2077,40.9935,40.5388,40.8182,35.8306,34.6193,28.0015,30.1627,27.163,25.3392,25.3392,24.7192,21.0041,22.5686,25.3217,26.6556,26.4729,26.9212,26.4179,25.3993
D4547_y,316.525,323.827,325.287,325.33,331.509,334.109,339.998,341.125,334.928,333.399,333.399,333.794,336.821,330.831,328.789,331.095,330.402,332.187,326.25,323.606
D4548_x,365.107,369.929,374.197,377.63,384.111,389.464,399.104,405.265,408.405,427.429,434.291,435.442,429.72,408.747,400.651,389.284,370.531,370.171,364.321,356.425
D4548_y,309.444,303.773,300.257,296.409,290.484,290.354,288.0,296.628,301.25,299.86,313.511,322.611,315.832,321.07,322.696,317.492,299.765,297.223,303.108,308.278
D4549_x,451.769,451.637,451.637,451.637,451.637,451.637,451.637,451.637,451.637,451.637,451.637,451.637,451.637,451.637,451.637,451.637,451.637,451.15,451.12,451.081
D4549_y,14.9594,13.9566,13.9566,13.9566,13.9566,13.9566,13.9566,13.9566,13.9566,13.9566,13.9566,13.9566,13.9566,13.9566,13.9566,13.9562,13.9561,12.4139,12.2809,12.0801
D4550_x,17.7087,17.7541,17.7541,17.7541,17.7541,18.652,18.9417,19.1662,19.3439,19.4269,19.4273,19.4273,19.4273,19.4273,19.4273,19.4273,19.4273,19.4273,19.4273,19.4273
D4550_y,47.0902,47.132,47.132,47.132,47.132,45.8832,45.2848,44.8152,43.9281,43.2708,43.2647,43.2647,43.2647,43.2647,43.2647,43.2647,43.2647,43.2647,43.2647,43.2647
D4551_x,27.7048,24.5724,26.3682,29.8758,34.0314,33.9047,36.4229,37.4021,39.1773,39.6006,40.1812,40.5541,40.7511,40.801,40.8553,40.9555,41.0564,41.1032,41.1555,41.2359
D4551_y,136.103,132.771,131.105,126.138,121.886,119.243,118.325,118.398,116.457,113.551,108.278,107.512,107.177,107.088,106.989,106.811,106.626,106.542,106.449,106.308
D4552_x,278.109,274.317,275.818,283.56,284.346,278.495,274.297,283.788,281.481,284.192,291.708,298.162,299.403,301.448,304.426,305.395,307.977,312.766,313.503,313.497
D4552_y,349.866,353.199,349.582,349.651,339.16,339.534,320.764,317.154,317.671,315.617,305.064,310.926,313.492,309.273,307.26,304.179,301.496,301.166,303.245,310.919
D4553_x,272.872,272.553,272.553,274.021,289.197,292.427,300.947,293.001,292.397,284.5,281.984,280.945,273.487,273.351,273.236,272.957,273.082,272.401,271.142,280.814
D4553_y,151.999,149.542,149.542,147.795,142.608,134.676,126.132,115.621,116.927,118.285,117.509,117.482,112.974,112.882,112.339,112.048,111.826,111.147,109.819,101.63
D4554_x,289.639,291.295,283.491,288.756,283.596,285.476,283.129,262.491,250.941,246.073,223.809,227.282,223.189,219.814,223.492,235.048,229.006,222.239,222.239,221.629
D4554_y,410.454,411.296,422.878,429.836,441.009,454.6,457.119,473.163,472.748,480.373,484.004,487.638,488.188,496.088,496.8,495.102,490.92,490.524,490.524,490.713
D4555_x,429.974,434.203,434.657,432.538,425.126,424.007,427.489,426.036,423.995,420.686,417.915,416.753,419.86,425.754,432.771,426.502,448.822,458.853,451.867,430.804
D4555_y,444.816,446.253,446.658,446.66,452.059,451.291,453.794,452.937,449.762,450.052,453.705,459.103,463.84,456.216,463.176,479.627,468.875,484.109,489.323,487.793
D4556_x,149.831,150.443,149.265,148.697,148.697,148.58,148.397,148.282,148.282,148.283,148.283,148.283,148.284,148.284,148.284,148.285,148.635,148.468,148.468,148.468
D4556_y,87.9001,88.9201,88.9515,86.9945,86.9939,86.9831,86.8881,86.8183,86.8165,86.8134,86.8088,86.8029,86.7979,86.7974,86.7949,86.773,84.7406,84.5215,84.5215,84.5215
D4557_x,25.3994,25.7033,25.6996,24.8141,25.641,27.5576,28.2233,30.2456,29.1863,30.0326,30.9608,31.0546,28.2041,22.8799,21.1947,23.4016,24.7882,19.1936,14.5332,19.1335
D4557_y,313.364,313.025,313.019,312.772,313.168,315.173,315.513,315.637,318.826,314.917,315.193,317.638,319.352,319.349,318.783,316.514,317.542,320.931,304.317,300.765
D4558_x,422.173,428.804,428.358,426.401,419.986,422.039,422.481,417.643,416.972,414.545,413.167,421.98,426.896,447.218,444.781,471.011,474.12,459.596,445.828,445.123
D4558_y,435.886,442.816,445.534,444.843,455.872,457.38,457.779,454.588,451.436,451.853,449.414,448.182,457.165,472.566,480.717,490.319,496.8,496.8,491.442,494.099
D4559_x,98.7014,100.259,101.284,97.0158,92.7443,89.4033,84.0144,75.9615,73.6193,76.8396,80.143,87.582,90.3061,96.1181,74.4535,73.7504,69.3703,63.5713,59.4246,56.3017
D4559_y,290.068,294.978,299.735,299.063,294.395,298.317,307.395,311.201,320.851,331.41,330.009,328.475,325.25,316.135,309.581,313.442,318.351,323.218,331.036,335.087
D4560_x,199.357,207.595,205.574,206.092,206.178,205.05,204.846,204.847,204.876,204.878,204.878,204.094,204.729,206.473,206.751,208.06,207.398,207.904,208.425,206.416
D4560_y,123.326,119.784,118.719,114.916,110.451,110.775,112.85,112.851,113.933,113.934,113.934,113.833,113.523,112.187,111.813,111.342,110.845,108.512,107.389,108.308
D4561_x,471.487,473.913,473.913,473.975,474.005,473.994,474.499,475.931,477.179,480.216,495.623,496.091,496.8,469.888,488.974,471.605,476.672,477.366,479.838,472.582
D4561_y,266.013,264.694,264.694,264.635,264.599,264.618,265.975,264.785,265.102,264.942,266.797,265.659,249.278,277.073,256.417,286.244,293.367,278.115,273.521,269.862
D4562_x,385.42,380.201,376.412,374.909,360.837,380.337,390.607,388.292,390.149,394.406,401.989,402.089,398.17,403.938,422.006,412.601,405.308,402.816,,
D4562_y,477.686,482.203,483.703,491.459,496.8,491.859,490.483,495.618,495.837,495.266,496.8,496.8,494.818,486.137,477.104,496.231,493.785,493.482,,
D4563_x,199.025,199.756,201.088,204.504,210.627,221.353,214.222,197.962,189.506,183.917,189.547,186.98,187.099,185.926,185.014,189.337,190.974,193.677,197.151,199.232
D4563_y,312.957,308.758,309.412,316.707,304.564,301.485,302.315,296.983,294.982,299.337,304.628,304.429,301.259,304.251,295.463,291.597,288.537,289.1,292.236,301.588
D4564_x,422.595,431.642,440.451,444.961,445.083,451.924,457.717,454.953,455.859,456.576,452.009,446.645,468.708,461.975,436.956,422.714,431.492,421.375,426.515,430.926
D4564_y,335.777,330.246,329.367,325.115,321.579,316.558,311.709,308.269,304.692,303.651,300.941,299.594,303.316,325.567,350.096,329.916,323.658,315.32,312.44,304.082
D4565_x,137.22,145.372,156.005,156.057,141.348,137.597,127.314,122.76,139.08,147.705,157.227,143.715,136.177,132.424,127.08,120.592,119.022,115.061,110.165,109.725
D4565_y,285.743,287.008,298.96,296.579,304.959,313.421,313.935,302.827,317.606,310.041,306.827,305.525,310.347,311.166,311.663,314.698,323.611,324.26,326.016,331.546
D4566_x,443.37,445.584,450.576,450.06,445.128,440.948,437.388,427.029,426.665,429.789,436.743,426.557,426.253,450.014,450.74,445.996,432.221,430.539,434.408,427.925
D4566_y,455.014,453.369,450.189,440.912,441.014,438.223,439.747,434.963,434.068,433.246,433.209,452.655,463.532,478.323,483.111,469.724,478.874,490.448,489.72,494.768
D4567_x,188.95,182.009,202.51,215.547,202.873,197.727,211.007,214.374,212.255,211.91,202.972,211.38,218.513,217.748,214.256,219.053,219.688,229.534,236.628,237.472
D4567_y,198.189,196.544,192.71,212.062,232.57,238.451,234.992,228.289,220.84,219.532,217.545,217.719,210.284,208.142,210.104,208.562,211.905,218.157,208.138,212.37
D4568_x,178.117,178.256,178.264,176.737,176.736,176.617,176.615,176.3,176.274,176.27,176.266,176.263,176.187,175.844,175.582,175.553,175.496,175.301,174.03,173.991
D4568_y,50.9057,45.7056,45.4115,43.5397,43.5396,43.4381,43.4371,43.1384,43.117,43.1131,43.1092,43.1068,43.0226,42.6102,42.2902,42.2491,42.1644,42.1549,42.3308,42.3168
D4569_x,21.3855,18.9521,15.7853,12.616,10.7281,4.39216,3.2,3.2,3.2,2.77291,8.03669,8.0408,8.05836,8.17443,8.43553,8.4355,9.61349,9.47375,9.81299,10.0345
D4569_y,293.804,294.695,296.544,296.272,295.839,294.786,291.836,291.65,288.816,290.149,278.91,278.965,279.069,280.172,280.551,280.551,274.79,274.469,274.485,275.966
D4570_x,213.28,216.585,219.038,233.272,236.558,236.971,251.092,237.213,237.518,242.23,254.827,251.261,242.516,251.342,255.661,245.023,248.639,249.788,240.976,241.962
D4570_y,282.922,281.807,282.67,275.648,272.403,295.887,297.809,302.346,314.66,310.145,291.021,275.861,277.795,282.162,280.612,277.221,265.179,257.336,252.077,265.697
D4571_x,485.599,485.599,485.599,485.599,485.599,485.599,485.599,485.599,485.599,485.599,485.599,485.599,485.599,485.416,485.264,486.709,487.566,487.568,487.568,487.568
D4571_y,38.3321,38.3321,38.3321,38.3321,38.3321,38.3321,38.3321,38.3321,38.3321,38.3321,38.3321,38.3321,38.3321,38.2051,37.5773,34.4323,34.1834,34.2461,34.2461,34.2461
D4572_x,12.2657,11.0483,10.1539,7.36768,4.94179,4.75302,3.2,3.2,3.2,1.26282,6.63409,6.65352,6.65207,6.05009,5.77517,3.2,2.50603,3.02221,3.43705,5.35484
D4572_y,321.643,322.949,323.372,325.71,327.511,327.646,330.252,329.846,330.516,326.776,314.718,314.807,314.811,314.597,316.728,312.649,309.377,309.175,310.638,311.95
D4573_x,239.318,239.318,239.318,239.318,239.318,239.318,239.318,239.318,239.318,239.318,239.318,239.318,239.318,239.318,239.318,239.318,239.318,239.318,239.318,239.318
D4573_y,5.02997,5.02997,5.02997,5.02997,5.02997,5.02997,5.02997,5.02997,5.02997,5.02997,5.02997,5.02997,5.02997,5.02997,5.02997,5.02997,5.02997,5.02997,5.02997,5.02997
D4574_x,290.268,290.014,290.005,290.0,289.994,289.992,289.992,289.888,289.854,289.792,289.785,289.785,289.785,289.785,289.785,289.785,289.785,289.785,289.785,289.785
D4574_y,29.8868,30.1756,30.1777,30.1834,30.1891,30.1911,30.1911,30.2961,30.3294,30.3897,30.3955,30.3955,30.3955,30.3955,30.3955,30.3955,30.3955,30.3955,30.3955,30.3955
D4575_x,397.019,396.056,396.294,396.515,396.459,396.459,395.869,396.71,400.973,395.675,407.729,410.706,428.458,395.599,387.709,390.412,390.934,384.462,386.546,402.276
D4575_y,250.449,254.118,254.938,255.6,255.635,255.635,257.057,256.474,257.949,264.947,256.586,246.806,264.742,284.656,282.701,276.637,283.472,282.964,294.302,291.452
D4576_x,310.523,311.127,312.691,314.754,314.711,327.085,347.294,369.292,372.033,365.637,392.122,396.113,390.165,392.88,390.342,389.301,389.478,390.264,391.311,390.484
D4576_y,248.71,242.906,242.388,241.872,241.589,234.94,222.216,221.023,218.218,227.746,266.127,259.735,274.364,261.377,260.608,253.794,249.219,249.361,249.716,250.954
D4577_x,252.098,258.47,266.176,276.847,294.021,297.436,314.59,324.364,326.737,361.627,366.818,355.084,357.496,357.508,358.024,359.307,359.369,355.173,354.687,354.871
D4577_y,226.704,221.45,224.718,225.022,223.995,226.537,227.067,235.277,255.751,235.456,256.769,260.388,254.095,254.106,253.166,246.561,246.505,240.764,240.083,239.228
D4578_x,148.689,164.397,173.53,170.953,165.436,154.184,160.505,150.294,147.064,148.454,151.421,153.72,156.56,154.347,152.869,149.156,146.157,142.522,138.983,136.244
D4578_y,203.549,241.157,251.03,252.822,266.361,266.742,261.589,261.584,260.722,262.436,266.073,269.756,274.876,272.607,270.514,268.833,267.996,268.157,267.893,267.18
D4579_x,43.1203,38.8472,36.5604,33.5866,35.7641,33.893,35.1546,33.324,35.6299,39.4091,42.706,41.8213,41.2442,40.5479,40.7195,40.9831,41.0987,43.8287,44.9514,44.2562
D4579_y,247.021,251.987,255.018,255.42,254.023,254.113,253.89,249.128,241.499,239.274,234.792,232.966,230.165,227.998,227.527,226.841,226.557,224.085,222.564,220.762
D4580_x,89.9726,85.6912,83.4984,79.5404,75.0311,70.3014,65.4633,60.5649,55.6302,51.6269,54.3832,52.9166,53.1555,53.7351,54.0492,54.4539,54.9346,55.7852,56.5012,56.5012
D4580_y,227.257,232.183,228.351,225.325,223.175,221.559,220.3,219.299,218.495,215.421,216.851,216.644,216.574,216.25,216.083,215.878,215.649,215.346,216.099,216.099
D4581_x,476.343,479.074,479.078,479.095,479.126,479.161,479.189,479.197,479.218,480.81,483.267,483.31,483.652,486.016,488.941,490.55,491.782,492.746,492.791,492.883
D4581_y,55.5566,53.1912,53.1873,53.1707,53.1412,53.1086,53.0826,53.0751,53.0573,52.1489,51.6627,51.6627,50.5956,48.8324,44.4577,39.6359,39.0051,38.0073,37.9439,37.81
D4582_x,44.8771,39.3017,36.2227,30.8842,26.0211,17.9626,18.2759,22.3414,19.5722,15.6688,15.8242,15.9039,16.024,16.4279,16.4121,16.3983,16.6135,17.5531,17.7158,19.2096
D4582_y,205.957,198.922,198.07,197.003,199.321,202.815,201.604,196.926,204.106,212.831,213.343,213.797,214.175,214.143,214.144,214.144,217.017,219.67,220.449,220.513
D4583_x,334.56,320.742,312.547,305.29,298.781,289.825,289.632,280.414,270.009,262.378,263.838,249.895,242.365,250.461,257.409,266.936,272.976,278.841,276.084,276.653
D4583_y,414.387,429.016,434.416,441.78,448.537,459.295,456.867,451.543,467.018,462.215,461.904,454.112,466.513,465.636,459.216,459.232,460.882,470.617,475.685,476.631
D4584_x,382.65,386.086,386.086,386.086,386.086,386.086,387.247,394.579,395.272,393.66,394.337,401.612,401.244,401.319,398.35,390.988,380.865,376.868,382.77,382.77
D4584_y,128.418,128.347,128.347,128.347,128.347,128.347,128.04,124.859,127.323,126.213,125.521,118.344,113.7,114.101,116.752,117.84,113.902,110.846,113.157,113.157
D4585_x,296.543,291.62,290.543,298.253,293.618,288.043,287.667,287.391,282.2,278.834,274.657,275.216,276.118,277.729,280.83,280.887,281.237,283.076,286.526,291.051
D4585_y,361.585,363.698,365.408,368.194,363.086,347.319,342.8,339.696,342.03,338.043,331.622,324.376,317.28,311.508,308.836,303.5,298.526,293.906,290.333,288.262
D4586_x,117.549,119.162,114.749,113.222,113.78,111.297,108.314,107.067,106.804,107.292,99.0948,101.998,103.586,110.623,118.173,121.985,123.405,123.802,128.693,128.761
D4586_y,382.676,385.911,387.99,391.979,392.655,391.942,393.823,396.717,401.894,405.424,405.179,412.744,413.895,416.348,422.448,426.718,437.123,434.1,431.311,425.068
D4587_x,473.613,471.232,469.309,471.64,472.915,474.31,478.231,481.831,483.64,486.979,494.671,494.657,496.287,496.8,495.288,496.8,492.347,488.817,495.971,493.757
D4587_y,339.852,341.518,340.555,340.609,342.191,343.637,340.62,341.545,343.561,346.64,359.056,339.972,310.569,317.471,321.707,344.236,364.492,344.513,336.199,329.288
D4588_x,3.63267,3.63267,3.63267,3.2,3.2,3.2,3.2,3.2,3.2,4.70313,6.05189,3.2,3.2,5.7424,10.0146,5.57812,3.2,3.2,3.45504,4.78284
D4588_y,322.742,322.742,322.742,320.97,321.161,321.439,321.811,320.549,319.788,332.172,333.786,333.094,333.457,339.594,343.522,337.164,327.475,332.0,342.789,346.06
D4589_x,441.08,445.334,440.644,439.408,437.737,435.242,434.238,427.471,432.254,432.253,437.034,448.408,451.683,445.958,447.828,466.442,460.578,458.956,468.382,464.624
D4589_y,449.037,447.011,444.395,452.413,467.71,467.693,465.988,459.174,461.488,461.488,460.499,460.502,455.8,460.223,445.171,443.454,446.647,465.872,466.579,452.721
D4590_x,195.943,190.592,188.619,192.057,189.457,187.509,184.927,185.958,183.106,185.814,182.214,184.963,195.795,201.721,196.398,201.239,208.897,213.234,212.274,211.346
D4590_y,452.876,456.392,460.724,462.15,463.82,465.916,462.288,457.459,455.115,456.716,455.818,441.036,429.223,422.327,406.346,408.725,409.672,405.635,407.714,409.461
D4591_x,495.761,495.764,495.764,495.764,495.764,495.764,495.764,495.764,495.764,496.8,486.978,485.06,475.538,484.33,496.8,488.935,493.745,493.745,493.745,493.745
D4591_y,174.244,174.177,174.177,174.177,174.177,174.177,174.177,174.177,174.177,172.309,172.942,179.459,186.012,196.616,177.446,156.92,162.407,162.407,162.407,162.407
